"full_name","a","e","i","om","w","q","ad","per.y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T"
"  3792 Preston (1985 FA)",2.293,0.2193,23.67,63.20,51.18,1.790,2.80,3.47,14981,0,2072,,,13.39,5.161,,0.289,2.9274,,,,,S,
"  3796 Lene (1986 XJ)",2.697,0.1512,6.52,269.42,357.87,2.289,3.10,4.43,33120,0,3118,,,12.07,19.230,,0.097,6.08476,,,,,C,
"  3809 Amici (1984 FA)",2.692,0.1041,6.56,124.63,307.98,2.412,2.97,4.42,26080,0,2995,,,12.68,8.243,,0.285,5.71,,,,,S,
"  3813 Fortov (1970 QA1)",2.191,0.1759,4.16,319.78,349.67,1.805,2.58,3.24,24359,0,2711,,,13.61,5.108,,0.324,12.3,,,,,S,
"  3819 Robinson (1983 AR)",2.77,0.1394,11.11,46.19,352.33,2.384,3.16,4.61,25734,0,3843,,,12.09,10.307,,0.358,3.7,,,,,Sr,
"  3824 Brendalee (1929 TK)",2.255,0.2359,2.80,329.45,108.03,1.723,2.79,3.39,33705,0,2919,,,13.45,5.183,,0.257,4.52,,,,,S,
"  3827 Zdenekhorsky (1986 VU)",2.74,0.1292,4.10,333.51,34.01,2.386,3.09,4.54,22553,0,2599,,,13.10,11.798,,0.104,,,,,,C,
"  3829 Gunma (1988 EM)",2.785,0.1662,7.55,189.53,314.37,2.322,3.25,4.65,26225,0,3046,,,12.28,24.33,,0.0393,4.728,,,,,Ch,
"  3831 Pettengill (1986 TP2)",2.167,0.1962,4.58,151.26,147.70,1.742,2.59,3.19,42142,0,3486,,,13.38,5.776,,0.211,4.78,,,,,S,
"  3841 Dicicco (1983 VG7)",2.274,0.1594,5.22,46.01,359.80,1.912,2.64,3.43,17553,0,2841,,,13.17,6.252,,0.294,3.595,,,,,S,
"  3844 Lujiaxi (1966 BZ)",2.731,0.1049,3.83,137.97,230.26,2.444,3.02,4.51,32027,0,3474,,,11.85,15.538,,0.168,13.33,,,,,L,
"  3849 Incidentia (1984 FC)",2.474,0.0481,5.77,25.80,80.49,2.355,2.59,3.89,15780,0,3063,,,13.02,5.798,,0.398,2.778,,,,,V,
"  3850 Peltier (1986 TK2)",2.235,0.1617,5.27,124.09,207.34,1.873,2.60,3.34,19169,0,2732,,,13.63,,,,2.4289,,,,,V,
"  3853 Haas (1981 WG1)",2.807,0.1378,9.08,142.85,283.10,2.420,3.19,4.7,14538,0,2979,,,12.79,8.058,,0.229,,,,,,S,
"  3860 Plovdiv (1986 PM4)",2.808,0.1531,8.13,289.45,44.59,2.378,3.24,4.71,33324,0,3082,,,11.71,12.812,,0.172,6.114,,,,,S,
"  3861 Lorenz (A910 FA)",2.556,0.1901,5.67,198.02,343.41,2.070,3.04,4.09,40790,0,3544,,,12.38,8.175,,0.290,11.91,,,,,S,
"  3862 Agekian (1972 KM)",2.542,0.2485,8.99,106.58,180.15,1.910,3.17,4.05,18135,0,3018,,,13.05,6.488,,0.349,,,,,,S,
"  3865 Lindbloom (1988 AY4)",2.398,0.0792,6.55,214.45,32.41,2.208,2.59,3.71,18406,0,3227,,,12.90,7.972,,0.088,20.016,,,,,Xc,
"  3885 Bogorodskij (1979 HG5)",2.755,0.0727,5.33,144.97,152.29,2.555,2.96,4.57,24486,0,3089,,,12.92,15.049,,0.055,5.803,,,,,Cg,
"  3886 Shcherbakovia (1981 RU3)",2.773,0.0998,5.07,185.29,125.07,2.496,3.05,4.62,26187,0,3192,,,12.77,18.553,,0.033,,,,,,C,
"  3900 Knezevic (1985 RK)",2.372,0.1385,6.72,338.17,55.28,2.043,2.70,3.65,17246,0,2560,,,13.39,4.959,,0.413,5.26,,,,,V,
"  3903 Kliment Ohridski (1987 SV2)",2.931,0.0809,1.31,342.02,306.66,2.694,3.17,5.02,25676,0,2820,,,12.13,9.755,,0.294,28.3496,,,,,Sq,
"  3910 Liszt (1988 SF)",2.793,0.1337,8.69,2.52,273.00,2.420,3.17,4.67,24753,0,2876,,,11.95,,,,4.73,,,,,S,
"  3949 Mach (1985 UL)",2.208,0.0329,3.78,249.76,305.36,2.135,2.28,3.28,13767,0,3174,,,13.45,,,,,,,,,Sq,
"  3958 Komendantov (1953 TC)",2.467,0.2095,4.83,11.62,29.21,1.950,2.98,3.88,24758,0,3135,,,12.39,6.084,,0.610,11.2947,,,,,Xc,
"  3971 Voronikhin (1979 YM8)",2.851,0.1849,13.00,284.80,82.91,2.324,3.38,4.81,24099,0,2548,,,11.46,31.996,,0.058,5.552,,,,,Ch,
"  3972 Richard (1981 JD3)",2.164,0.1772,4.15,163.21,179.21,1.781,2.55,3.18,25965,0,2957,,,13.93,4.124,,0.180,,,,,,S,
"  3976 Lise (1983 JM)",2.757,0.0708,12.71,222.32,102.10,2.562,2.95,4.58,28585,0,3169,,,11.79,29.049,,0.046,15.6912,,,,,X,
"  3985 Raybatson (1985 CX)",2.849,0.0985,16.29,83.93,151.59,2.568,3.13,4.81,25413,0,2914,,,11.54,19.631,,0.106,4.298,,,,,X,
"  4001 Ptolemaeus (1949 PV)",2.287,0.1726,5.46,130.66,204.26,1.892,2.68,3.46,26353,0,2606,,,13.69,4.641,,0.392,,,,,,S,
"  4033 Yatsugatake (1986 FA)",2.24,0.0923,5.12,46.39,163.43,2.033,2.45,3.35,16720,0,2639,,,13.76,4.781,,0.256,5.691,,,,,S,
"  4036 Whitehouse (1987 DW5)",2.801,0.1504,4.68,157.94,336.28,2.380,3.22,4.69,25219,0,2965,,,13.06,11.036,,0.110,702.453,,,,,Cg,
"  4037 Ikeya (1987 EC)",2.776,0.1578,8.46,13.38,74.28,2.338,3.21,4.62,15912,0,2503,,,12.69,7.083,,0.352,4.057537,,,,,Sq,
"  4039 Souseki (1987 SH)",2.417,0.0606,5.04,275.42,126.08,2.270,2.56,3.76,24489,0,3343,,,12.90,6.634,,0.473,2.77196,,,,,S,
"  4051 Hatanaka (1978 VP)",2.791,0.1096,2.72,285.54,87.20,2.485,3.10,4.66,17634,0,3237,,,12.69,7.657,,0.292,,,,,,Sq,
"  4072 Yayoi (1981 UJ4)",2.146,0.0639,2.16,21.28,126.60,2.009,2.28,3.14,17853,0,3098,,,13.47,4.694,,0.384,4.006,,,,,S,
"  4082 Swann (1984 SW3)",2.39,0.2573,9.60,294.34,100.06,1.775,3.01,3.7,27110,0,2750,,,13.59,9.535,,0.029,4.03632,,,,,Ch,
"  4096 Kushiro (1987 VC)",2.811,0.1509,9.07,18.72,304.09,2.387,3.23,4.71,18556,0,3456,,,12.89,7.664,,0.277,3.79522,,,,,Sl,
"  4107 Rufino (1989 GT)",2.555,0.2027,17.53,148.99,312.33,2.037,3.07,4.08,22561,0,2646,,,12.25,12.854,,0.169,15.31,,,,,C,
"  4116 Elachi (1982 SU)",1.872,0.0808,24.12,185.06,322.87,1.721,2.02,2.56,16162,0,2503,,,13.81,4.693,,0.245,38.143,,,,,Sl,
"  4124 Herriot (1986 SE)",2.786,0.0330,3.59,330.85,118.88,2.694,2.88,4.65,23861,0,3538,,,12.65,18.954,,0.054,,,,,,B,
"  4135 Svetlanov (1966 PG)",2.787,0.2342,7.95,199.86,175.74,2.134,3.44,4.65,33605,0,2863,,,12.47,24.207,,0.030,10.559,,,,,Ch,
"  4156 Okadanoboru (1988 BE)",2.702,0.1902,14.25,308.14,129.55,2.188,3.22,4.44,38294,0,2294,,,12.47,15.479,,0.091,12.015,,,,,Cgh,
"  4157 Izu (1988 XD2)",2.674,0.1598,12.80,66.92,206.54,2.247,3.10,4.37,31880,0,3142,,,12.45,21.01,,0.0695,17.8732,,,,,Ch,
"  4182 Mount Locke (1951 JQ)",2.799,0.1313,8.05,261.51,31.14,2.432,3.17,4.68,25629,0,2976,,,12.25,10.397,,0.215,3.0179,,,,,Sr,
"  4188 Kitezh (1979 HX4)",2.335,0.1502,6.12,136.23,228.32,1.984,2.69,3.57,24747,0,3181,,,13.01,6.588,,0.338,2.582,,,,,V,
"  4194 Sweitzer (1982 RE)",2.699,0.0435,7.53,156.07,353.93,2.581,2.82,4.43,33154,0,3541,,,12.28,17.019,,0.097,18.757,,,,,Cb,
"  4200 Shizukagozen (1983 WA)",2.724,0.2244,7.77,241.65,242.31,2.113,3.34,4.5,25006,0,1892,,,13.80,,,,,,,,,S,
"  4215 Kamo (1987 VE1)",2.416,0.0635,5.75,246.66,280.34,2.263,2.57,3.76,16459,0,3277,,,12.74,6.551,,0.412,12.6,,,,,V,
"  4256 Kagamigawa (1986 TX)",2.351,0.0700,3.04,72.49,227.79,2.186,2.52,3.6,14284,0,3364,,,13.22,7.559,,0.233,,,,,,Xc,
"  4261 Gekko (1989 BJ)",2.795,0.1104,2.66,265.46,102.48,2.486,3.10,4.67,15828,0,2769,,,13.04,6.688,,0.288,,,,,,Sq,
"  4265 Kani (1989 TX)",2.428,0.1995,4.36,127.14,243.17,1.944,2.91,3.78,29648,0,3239,,,13.18,14.244,,0.056,5.7279,,,,,C,
"  4272 Entsuji (1977 EG5)",2.368,0.2493,9.27,184.38,184.01,1.777,2.96,3.64,24744,0,2988,,,12.91,7.675,,0.119,2.8087,,,,,S,
"  4280 Simonenko (1985 PF2)",2.378,0.0105,4.63,51.32,352.94,2.353,2.40,3.67,25208,0,3800,,,13.44,5.942,,0.262,507.583,,,,,S,
"  4284 Kaho (1988 FL3)",2.4,0.2741,11.77,137.44,168.06,1.742,3.06,3.72,22799,0,2678,,,13.37,10.938,,0.128,4.0584,,,,,Ch,
"  4287 Trisov (1989 RU2)",2.208,0.1867,5.48,52.90,257.62,1.796,2.62,3.28,26423,0,2732,,,13.46,5.875,,0.269,5.494,,,,,S,
"  4292 Aoba (1989 VO)",2.749,0.0487,3.55,321.46,146.84,2.615,2.88,4.56,24341,0,3194,,,12.30,24.695,,0.038,,,,,,C,
"  4297 Eichhorn (1938 HE)",2.335,0.1932,5.86,121.70,181.04,1.884,2.79,3.57,30583,0,3078,,,13.21,3.668,,1.000,4.105,,,,,Cb,
"  4299 WIYN (1952 QX)",2.243,0.1715,5.09,104.39,272.80,1.858,2.63,3.36,25336,0,3182,,,12.91,7.938,,0.256,26,,,,,S,
"  4304 Geichenko (1973 SW4)",2.452,0.1490,3.07,312.45,62.61,2.086,2.82,3.84,18889,0,2374,,,14.18,8.432,,0.091,,,,,,C,
"  4305 Clapton (1976 EC)",2.912,0.0708,1.81,180.00,327.10,2.706,3.12,4.97,26159,0,3109,,,12.75,7.882,,0.259,,,,,,S,
"  4311 Zguridi (1978 SY6)",2.442,0.1469,5.48,222.75,125.58,2.084,2.80,3.82,21245,0,2667,,,13.88,3.953,,0.410,,,,,,V,
"  4327 Ries (1982 KB1)",2.772,0.2246,16.66,55.72,276.73,2.150,3.40,4.62,14485,0,3171,,,11.83,14.80,,0.0970,126.562,,,,,Sk,
"  4332 Milton (1983 RC)",2.586,0.3144,19.17,165.94,198.28,1.773,3.40,4.16,32259,0,2609,,,12.87,11.54,,0.2306,3.295,,,,,Xe,
"  4340 Dence (1986 JZ)",2.394,0.2309,25.15,81.01,175.72,1.842,2.95,3.71,15397,0,2614,,,12.68,8.110,,0.155,7.546,,,,,S,
"  4342 Freud (1987 QO9)",2.766,0.0903,6.08,133.36,181.51,2.516,3.02,4.6,26113,0,3279,,,12.50,19.180,,0.051,,,,,,Xc,
"  4343 Tetsuya (1988 AC)",2.784,0.1725,6.94,221.20,280.22,2.304,3.26,4.65,23827,0,3172,,,12.65,18.271,,0.058,7.392,,,,,Ch,
"  4352 Kyoto (1989 UW1)",2.762,0.1941,11.06,68.50,348.96,2.226,3.30,4.59,26693,0,2832,,,11.77,11.610,,0.290,21.9352,,,,,S,
"  4353 Onizaki (1989 WK1)",2.345,0.1097,9.00,79.03,196.63,2.088,2.60,3.59,32964,0,3450,,,12.40,11.239,,0.183,4.4296,,,,,Xe,
"  4369 Seifert (1982 OR)",2.611,0.2514,11.83,299.32,76.84,1.954,3.27,4.22,29712,0,3539,,,12.20,16.019,,0.120,30.573,,,,,Xk,
"  4372 Quincy (1984 TB)",2.932,0.1242,1.50,14.69,16.83,2.568,3.30,5.02,19103,0,2740,,,13.09,,,,2.763,,,,,S,
"  4374 Tadamori (1987 BJ)",2.224,0.1699,4.85,152.54,339.15,1.847,2.60,3.32,19014,0,2712,,,13.36,5.687,,0.388,4.50474,,,,,S,
"  4382 Stravinsky (1989 WQ3)",2.542,0.1942,6.24,120.99,251.04,2.048,3.04,4.05,19493,0,3090,,,12.46,8.746,,0.284,,,,,,Sa,
"  4387 Tanaka (4829 T-2)",2.438,0.0137,4.27,120.85,16.13,2.404,2.47,3.81,24439,0,3330,,,12.85,7.137,,0.263,5.5298,,,,,S,
"  4390 Madreteresa (1976 GO8)",2.4,0.2390,10.72,347.95,267.96,1.827,2.97,3.72,16687,0,2627,,,13.40,11.340,,0.043,,,,,,Cgh,
"  4396 Gressmann (1981 JH)",2.219,0.1924,3.75,46.91,251.06,1.792,2.65,3.31,24243,0,2798,,,13.87,4.723,,0.288,,,,,,B,
"  4407 Taihaku (1988 TF1)",2.713,0.0579,4.72,256.96,89.88,2.556,2.87,4.47,18756,0,3130,,,12.64,9.316,,0.311,,,,,,Sa,
"  4417 Lecar (1931 GC)",2.759,0.1061,9.01,356.20,224.68,2.466,3.05,4.58,33171,0,3191,,,12.06,11.100,,0.360,3.1758,,,,,S,
"  4422 Jarre (1942 UA)",2.238,0.1796,4.81,149.91,214.25,1.836,2.64,3.35,28769,0,3257,,,12.71,6.336,,0.118,7.002,,,,,S,
"  4424 Arkhipova (1967 DB)",2.758,0.0790,14.72,138.38,15.24,2.540,2.98,4.58,26587,0,3359,,,11.78,24.019,,0.056,14.673,,,,,Xk,
"  4426 Roerich (1969 TB6)",2.754,0.0668,2.09,236.94,55.59,2.570,2.94,4.57,31257,0,3329,,,12.29,10.641,,0.190,,,,,,L,
"  4434 Nikulin (1981 RD5)",2.441,0.1324,5.71,165.73,209.57,2.118,2.76,3.81,16216,0,3067,,,13.19,5.116,,0.354,,,,,,V,
"  4456 Mawson (1989 OG)",2.374,0.2773,15.01,358.16,346.08,1.716,3.03,3.66,24183,0,2015,,,13.73,7.591,,0.134,,,,,,Ld,
"  4461 Sayama (1990 EL)",2.85,0.1306,16.03,133.17,150.11,2.478,3.22,4.81,29155,0,2891,,,11.50,17.233,,0.136,40.73,,,,,X,
"  4479 Charlieparker (1985 CP1)",2.755,0.1012,5.31,157.31,55.08,2.477,3.03,4.57,18164,0,2703,,,12.96,6.883,,0.310,2.89,,,,,S,
"  4491 Otaru (1988 RP)",2.174,0.0285,3.67,313.57,72.49,2.112,2.24,3.2,15330,0,3510,,,13.70,5.114,,0.389,2.936,,,,,Sa,
"  4512 Sinuhe (1939 BM)",2.766,0.2083,10.33,119.40,357.46,2.190,3.34,4.6,30306,0,2980,,,11.76,10.767,,0.265,18,,,,,Sa,
"  4516 Pugovkin (1973 SN6)",2.778,0.0121,4.68,174.71,314.21,2.745,2.81,4.63,24664,0,3448,,,12.54,7.784,,0.350,,,,,,Sa,
"  4523 MIT (1981 DM1)",2.682,0.1390,11.07,210.05,316.52,2.309,3.05,4.39,15266,0,2824,,,12.97,16.366,,0.050,,,,,,Ch,
"  4534 Rimskij-Korsakov (1986 PV4)",2.799,0.1771,7.24,313.24,311.15,2.303,3.29,4.68,15275,0,2950,,,12.84,15.838,,0.064,11.646,,,,,Cb,
"  4536 Drewpinsky (1987 DA6)",2.195,0.0838,4.17,313.50,237.66,2.011,2.38,3.25,25962,0,2698,,,13.81,3.967,,0.540,8.149,,,,,S,
"  4547 Massachusetts (1990 KP)",2.613,0.0682,18.03,358.22,37.27,2.435,2.79,4.22,41255,0,2794,,,11.81,33.036,,0.039,7.703,,,,,X,
"  4548 Wielen (2538 P-L)",2.285,0.0633,8.28,26.21,201.41,2.140,2.43,3.45,25780,0,2588,,,14.02,5.220,,0.179,24.48,,,,,Xc,
"  4570 Runcorn (1985 PR)",2.198,0.1093,5.02,349.17,209.23,1.958,2.44,3.26,24398,0,3175,,,13.35,3.944,,0.952,233.4,,,,,Sa,
"  4584 Akan (1990 FA)",2.79,0.2002,7.67,25.17,66.22,2.232,3.35,4.66,18611,0,2210,,,13.21,14.551,,0.091,,,,,,C,
"  4591 Bryantsev (1975 VZ)",2.454,0.2373,2.62,141.83,247.88,1.872,3.04,3.84,16869,0,2601,,,14.11,6.420,,0.129,,,,,,Cgh,
"  4604 Stekarstrom (1987 SK)",2.175,0.1291,1.41,359.96,355.63,1.894,2.46,3.21,18157,0,2731,,,14.10,,,,,,,,,S,
"  4607 Seilandfarm (1987 WR)",2.264,0.0192,2.25,250.43,222.94,2.220,2.31,3.41,17103,0,3291,,,13.28,7.389,,0.224,3.9683,,,,,L,
"  4610 Kajov (1989 FO)",2.402,0.0356,3.59,116.84,204.68,2.317,2.49,3.72,26465,0,3279,,,13.16,,,,,,,,,Sl,
"  4611 Vulkaneifel (1989 GR6)",2.616,0.1921,13.80,116.22,274.30,2.113,3.12,4.23,20559,0,3180,,,11.98,11.266,,0.278,3.756,,,,,S,
"  4619 Polyakhova (1977 RB7)",2.689,0.0289,1.81,266.66,199.95,2.611,2.77,4.41,20420,0,2898,,,13.03,9.120,,0.161,,,,,,L,
"  4628 Laplace (1986 RU4)",2.644,0.1178,11.80,275.60,248.50,2.332,2.96,4.3,23815,0,3516,,,11.20,18.719,,0.224,9.016,,,,,S,
"  4649 Sumoto (1936 YD)",2.745,0.1218,15.41,80.79,312.97,2.411,3.08,4.55,32898,0,2888,,,11.52,15.168,,0.207,26.31,,,,,S,
"  4650 Mori (1950 TF)",2.237,0.1472,4.75,306.76,92.08,1.908,2.57,3.35,33324,0,3208,,,13.52,5.026,,0.331,3.895,,,,,S,
"  4678 Ninian (1990 SS4)",2.265,0.2141,3.74,30.43,323.22,1.780,2.75,3.41,24871,0,2797,,,13.74,5.003,,0.177,56.72,,,,,S,
"  4682 Bykov (1973 SO4)",2.271,0.1947,3.82,321.26,88.82,1.829,2.71,3.42,32556,0,2255,,,14.35,3.934,,0.261,,,,,,S,
"  4686 Maisica (1979 SX2)",2.365,0.1587,4.47,236.99,115.69,1.990,2.74,3.64,15258,0,2832,,,13.62,3.477,,0.699,9.779,,,,,B,
"  4701 Milani (1986 VW6)",2.705,0.1389,3.67,104.61,287.56,2.330,3.08,4.45,24661,0,2906,,,13.24,14.462,,0.046,,,,,,Xe,
"  4702 Berounka (1987 HW)",2.797,0.0912,9.36,20.70,136.31,2.542,3.05,4.68,17811,0,2500,,,12.65,8.478,,0.345,,,,,,S,
"  4706 Dennisreuter (1988 DR)",2.268,0.1745,8.27,178.28,284.31,1.872,2.66,3.42,18590,0,3008,,,13.52,5.622,,0.244,2.578,,,,,S,
"  4711 Kathy (1989 KD)",2.382,0.2565,10.23,113.78,243.12,1.771,2.99,3.68,19374,0,3042,,,12.65,8.156,,0.350,4.164,,,,,S,
"  4713 Steel (1989 QL)",1.926,0.0738,22.67,101.41,152.59,1.784,2.07,2.67,16512,0,2517,,,13.27,6.286,,0.381,5.199,,,,,A,
"  4718 Araki (1990 VP3)",2.361,0.1583,8.04,334.54,220.61,1.988,2.74,3.63,16263,0,2768,,,13.29,5.944,,0.485,46.35,,,,,Sl,
"  4719 Burnaby (1990 WT2)",2.697,0.1759,7.46,1.50,116.27,2.223,3.17,4.43,19353,0,2833,,,12.58,10.298,,0.164,13.01,,,,,C,
"  4726 Federer (1976 SV10)",2.733,0.0751,2.04,294.14,7.87,2.528,2.94,4.52,24939,0,3098,,,12.87,8.336,,0.254,,,,,,L,
"  4733 ORO (1982 HB2)",2.186,0.0730,4.72,43.01,158.41,2.027,2.35,3.23,25549,0,2429,,,13.76,4.721,,0.423,5.88,,,,,Sq,
"  4737 Kiladze (1985 QO6)",2.694,0.0780,4.60,138.34,154.53,2.484,2.90,4.42,24638,0,3091,,,12.90,8.801,,0.149,,,,,,L,
"  4744 Rovereto (1988 RF5)",2.797,0.1872,10.20,348.07,186.87,2.274,3.32,4.68,24272,0,2790,,,12.05,19.189,,0.092,4.0094,,,,,D,
"  4748 Tokiwagozen (1989 WV)",2.743,0.0574,16.31,85.31,184.91,2.585,2.90,4.54,18268,0,2852,,,11.70,11.938,,0.349,39.78,,,,,S,
"  4750 Mukai (1990 XC1)",2.185,0.0902,4.90,294.92,140.04,1.987,2.38,3.23,25475,0,2406,,,13.99,8.666,,0.069,38.3,,,,,X,
"  4767 Sutoku (1987 GC)",2.692,0.1091,13.31,193.90,26.19,2.398,2.99,4.42,24985,0,2974,,,12.84,7.923,,0.213,92.447,,,,,S,
"  4774 Hobetsu (1991 CV1)",2.237,0.0855,3.63,285.80,236.77,2.045,2.43,3.35,20984,0,3023,,,13.02,5.017,,0.584,3.577,,,,,S,
"  4786 Tatianina (1985 PE2)",2.359,0.1941,7.25,115.75,118.52,1.901,2.82,3.62,18814,0,3220,,,13.42,3.282,,0.514,2.9227,,,,,Xc,
"  4796 Lewis (1989 LU)",2.354,0.1799,2.27,296.36,35.93,1.931,2.78,3.61,17267,0,2870,,,13.65,,,,3.5086,,,,,V,
"  4804 Pasteur (1989 XC1)",2.692,0.1158,8.64,103.46,272.06,2.381,3.00,4.42,24046,0,3134,,,12.18,15.427,,0.129,13.69,,,,,C,
"  4817 Gliba (1984 DC1)",2.347,0.2093,2.16,163.32,252.47,1.856,2.84,3.6,23356,0,2782,,,13.75,3.792,,0.446,23.66,,,,,Sl,
"  4824 Stradonice (1986 WL1)",2.289,0.0561,6.47,40.26,42.66,2.161,2.42,3.46,16404,0,2754,,,13.75,4.119,,0.454,3.89,,,,,Sr,
"  4838 Billmclaughlin (1989 NJ)",2.353,0.1428,8.88,217.79,40.81,2.017,2.69,3.61,19852,0,3150,,,13.07,10.251,,0.143,5.199,,,,,Xc,
"  4839 Daisetsuzan (1989 QG)",2.435,0.0699,7.58,176.96,180.64,2.265,2.61,3.8,25719,0,2562,,,13.05,8.141,,0.202,3.38,,,,,Xc,
"  4844 Matsuyama (1991 BA2)",2.553,0.2189,5.96,248.11,355.38,1.994,3.11,4.08,24305,0,3289,,,12.57,7.578,,0.337,2.7232,,,,,S,
"  4845 Tsubetsu (1991 EC1)",2.401,0.0666,7.58,28.18,223.62,2.241,2.56,3.72,17135,0,3681,,,13.23,7.838,,0.182,3.03753,,,,,X,
"  4849 Ardenne (1936 QV)",2.278,0.1114,3.00,190.85,171.88,2.025,2.53,3.44,31027,0,2880,,,13.95,4.195,,0.364,,,,,,S,
"  4853 Marielukac (1979 ML)",2.536,0.2555,8.37,145.47,138.01,1.888,3.18,4.04,18431,0,2764,,,13.29,6.239,,0.414,7.946,,,,,S,
"  4884 Bragaria (1979 OK15)",2.224,0.1675,4.71,154.88,132.71,1.851,2.60,3.32,24926,0,2738,,,13.90,,,,,,,,,S,
"  4900 Maymelou (1988 ME)",2.38,0.1294,5.94,209.71,91.37,2.072,2.69,3.67,15696,0,2673,,,13.52,4.654,,0.514,,,,,,V,
"  4909 Couteau (1949 SA1)",2.273,0.2464,2.41,114.10,235.03,1.713,2.83,3.43,26400,0,3108,,,13.50,5.324,,0.278,5.054,,,,,S,
"  4917 Yurilvovia (1973 SC6)",2.741,0.1095,3.71,180.67,198.09,2.441,3.04,4.54,24029,0,3158,,,12.92,8.410,,0.142,4.17744,,,,,Ld,
"  4923 Clarke (1981 EO27)",2.145,0.2014,6.68,188.47,108.68,1.713,2.58,3.14,18101,0,2373,,,14.33,3.367,,0.366,3.143,,,,,S,
"  4942 Munroe (1987 DU6)",2.201,0.1362,3.83,278.07,11.13,1.901,2.50,3.27,24308,0,2980,,,13.57,3.453,,0.936,,,,,,X,
"  4944 Kozlovskij (1987 RP3)",2.744,0.0633,4.49,279.39,85.77,2.571,2.92,4.55,25629,0,2447,,,13.37,11.125,,0.061,3.5719,,,,,Cb,
"  4945 Ikenozenni (1987 SJ)",2.572,0.3173,4.90,193.78,137.59,1.756,3.39,4.13,24553,0,3051,,,13.07,7.441,,0.265,22.501,,,,,S,
"  4950 House (1988 XO1)",2.747,0.1837,12.70,189.85,251.28,2.243,3.25,4.55,13058,0,2828,,,12.74,7.315,,0.196,,,,,,Sq,
"  4951 Iwamoto (1990 BM)",2.256,0.1673,7.53,101.03,340.10,1.879,2.63,3.39,32811,0,2742,,,13.43,5.192,,0.218,118,,,,,S,
"  4968 Suzamur (1986 PQ)",2.524,0.1128,5.42,132.20,281.17,2.239,2.81,4.01,24461,0,2935,,,12.99,6.739,,0.324,,,,,,Sq,
"  4969 Lawrence (1986 TU)",2.755,0.3628,31.45,186.51,245.19,1.756,3.75,4.57,16096,0,2228,,,12.86,6.712,,0.171,,,,,,C,
"  4977 Rauthgundis (2018 P-L)",2.292,0.1110,5.88,349.76,294.78,2.038,2.55,3.47,22170,0,2308,,,14.08,3.862,,0.392,,,,,,V,
"  4982 Bartini (1977 PE1)",2.782,0.1781,4.64,230.74,129.57,2.287,3.28,4.64,16243,0,2838,,,13.19,7.975,,0.175,,,,,,A,
"  4993 Cossard (1983 GR)",2.369,0.0617,6.94,36.57,185.71,2.222,2.51,3.65,14154,0,2765,,,13.43,,,,48.26,,,,,V,
"  4997 Ksana (1986 TM)",2.87,0.3307,32.74,10.65,57.91,1.921,3.82,4.86,12880,0,2014,,,13.13,9.860,,0.316,3.4342,,,,,B,
"  5008 Miyazawakenji (1991 DV)",2.215,0.0604,5.27,142.40,42.06,2.081,2.35,3.3,26376,0,3160,,,12.89,7.206,,0.298,49.239,,,,,S,
"  5010 Amenemhet (4594 P-L)",2.714,0.2029,14.66,173.34,43.22,2.164,3.26,4.47,24111,0,3041,,,12.58,,,,3.39,,,,,S,
"  5013 Suzhousanzhong (1964 VT1)",2.761,0.0682,3.70,45.29,15.06,2.573,2.95,4.59,24421,0,3254,,,12.82,10.086,,0.158,10.09,,,,,Sl,
"  5051 Ralph (1984 SM)",2.293,0.1431,5.87,269.89,48.96,1.965,2.62,3.47,26274,0,2617,,,13.58,4.591,,0.401,,,,,,Sr,
"  5067 Occidental (1990 OX)",2.804,0.0769,7.38,203.89,24.72,2.588,3.02,4.69,17095,0,2879,,,12.73,,,,,,,,,L,
"  5069 Tokeidai (1991 QB)",2.252,0.1320,5.00,178.86,81.75,1.955,2.55,3.38,33387,0,3270,,,13.09,6.180,,0.320,3.6632,,,,,S,
"  5079 Brubeck (1975 DB)",2.642,0.2051,10.77,268.98,245.96,2.100,3.18,4.3,17131,0,2727,,,12.83,16.50,,0.0592,,,,,,B,
"  5081 Sanguin (1976 WC1)",2.319,0.1137,13.19,83.25,163.76,2.056,2.58,3.53,19538,0,5023,,,12.78,17.464,,0.034,10.26,,,,,Ch,
"  5087 Emel'yanov (1978 RM2)",2.745,0.0056,4.91,190.87,152.32,2.730,2.76,4.55,15858,0,2777,,,13.21,13.132,,0.051,14.5,,,,,X,
"  5091 Isakovskij (1981 SD4)",2.782,0.0113,3.20,269.99,318.21,2.751,2.81,4.64,25715,0,3233,,,12.67,14.319,,0.071,13.62,,,,,C,
"  5102 Benfranklin (1986 RD1)",2.802,0.1945,8.10,317.24,53.23,2.257,3.35,4.69,30129,0,2850,,,12.80,16.727,,0.041,,,,,,B,
"  5103 Divis (1986 RP1)",2.748,0.0132,4.89,185.74,118.81,2.712,2.78,4.56,25897,0,2908,,,13.27,11.919,,0.074,,,,,,X,
"  5108 Lubeck (1987 QG2)",2.304,0.1103,6.43,327.42,78.40,2.050,2.56,3.5,25166,0,2584,,,13.93,4.617,,0.301,8.769,,,,,S,
"  5111 Jacliff (1987 SE4)",2.355,0.1261,5.80,247.22,99.86,2.058,2.65,3.61,21588,0,2673,,,12.78,6.447,,0.425,2.839,,,,,R,
